dataset,model,split,perturbation,true_target_rank,top_match,top_match_similarity,true_target_similarity,is_confused,true_genes,top_match_genes,true_gene_groups,top_match_gene_groups,shared_gene_groups,n_shared_gene_groups,has_shared_gene_group,same_gene_set
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KIF2C+ctrl,260.0,LYL1+IER5L,0.7957773804664612,0.1246055960655212,True,KIF2C,LYL1|IER5L,Kinesins|Small nucleolar RNA protein coding host genes,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+BAK1,239.0,LYL1+IER5L,0.7957773804664612,0.2056442648172378,True,KLF1|BAK1,LYL1|IER5L,BCL2 family|KLF transcription factors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+CEBPA,147.0,LYL1+IER5L,0.7957773804664612,0.501539409160614,True,KLF1|CEBPA,LYL1|IER5L,CCAAT/enhancer binding proteins|KLF transcription factors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+CLDN6,79.0,LYL1+IER5L,0.7957773804664612,0.6315300464630127,True,KLF1|CLDN6,LYL1|IER5L,Claudins|KLF transcription factors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+COL2A1,224.0,LYL1+IER5L,0.7957773804664612,0.2912891805171966,True,KLF1|COL2A1,LYL1|IER5L,Fibrillar collagens|KLF transcription factors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+FOXA1,114.0,LYL1+IER5L,0.7957773804664612,0.5804014205932617,True,KLF1|FOXA1,LYL1|IER5L,Forkhead boxes|KLF transcription factors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+MAP2K6,257.0,LYL1+IER5L,0.7957773804664612,0.139182761311531,True,KLF1|MAP2K6,LYL1|IER5L,KLF transcription factors|Mitogen-activated protein kinase kinases|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+TGFBR2,201.0,LYL1+IER5L,0.7957773804664612,0.3633913099765777,True,KLF1|TGFBR2,LYL1|IER5L,KLF transcription factors|Type 2 receptor serine/threonine kinases|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KLF1+ctrl,244.0,LYL1+IER5L,0.7957773804664612,0.1987954378128051,True,KLF1,LYL1|IER5L,KLF transcription factors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,KMT2A+ctrl,191.0,LYL1+IER5L,0.7957773804664612,0.3871141672134399,True,KMT2A,LYL1|IER5L,Bromodomain containing|Histone lysine methyltransferases|PHD finger proteins|SET domain containing|Zinc fingers CXXC-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LHX1+ELMSAN1,179.0,LYL1+IER5L,0.7957773804664612,0.4409889280796051,True,LHX1|ELMSAN1,LYL1|IER5L,LIM class homeoboxes,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LHX1+ctrl,190.0,LYL1+IER5L,0.7957773804664612,0.3938028514385223,True,LHX1,LYL1|IER5L,LIM class homeoboxes,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LYL1+CEBPB,112.0,LYL1+IER5L,0.7957773804664612,0.5814770460128784,True,LYL1|CEBPB,LYL1|IER5L,Basic helix-loop-helix proteins|CCAAT/enhancer binding proteins,Basic helix-loop-helix proteins,Basic helix-loop-helix proteins,1,True,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LYL1+IER5L,1.0,LYL1+IER5L,0.7957773804664612,0.7957773804664612,False,LYL1|IER5L,LYL1|IER5L,Basic helix-loop-helix proteins,Basic helix-loop-helix proteins,Basic helix-loop-helix proteins,1,True,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,LYL1+ctrl,240.0,LYL1+IER5L,0.7957773804664612,0.2047736644744873,True,LYL1,LYL1|IER5L,Basic helix-loop-helix proteins,Basic helix-loop-helix proteins,Basic helix-loop-helix proteins,1,True,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAML2+ctrl,267.0,LYL1+IER5L,0.7957773804664612,-0.0563695579767227,True,MAML2,LYL1|IER5L,,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+ELMSAN1,274.0,LYL1+IER5L,0.7957773804664612,-0.1279381513595581,True,MAP2K3|ELMSAN1,LYL1|IER5L,Mitogen-activated protein kinase kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+IKZF3,39.0,LYL1+IER5L,0.7957773804664612,0.6903995275497437,True,MAP2K3|IKZF3,LYL1|IER5L,Mitogen-activated protein kinase kinases|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+MAP2K6,278.0,LYL1+IER5L,0.7957773804664612,-0.2427237629890442,True,MAP2K3|MAP2K6,LYL1|IER5L,Mitogen-activated protein kinase kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+SLC38A2,283.0,LYL1+IER5L,0.7957773804664612,-0.4567054808139801,True,MAP2K3|SLC38A2,LYL1|IER5L,Mitogen-activated protein kinase kinases|Solute carrier family 38,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K3+ctrl,281.0,LYL1+IER5L,0.7957773804664612,-0.3268849849700928,True,MAP2K3,LYL1|IER5L,Mitogen-activated protein kinase kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K6+ELMSAN1,275.0,LYL1+IER5L,0.7957773804664612,-0.1385862827301025,True,MAP2K6|ELMSAN1,LYL1|IER5L,Mitogen-activated protein kinase kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K6+IKZF3,60.0,LYL1+IER5L,0.7957773804664612,0.6612683534622192,True,MAP2K6|IKZF3,LYL1|IER5L,Mitogen-activated protein kinase kinases|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K6+SPI1,157.0,LYL1+IER5L,0.7957773804664612,0.4854946732521057,True,MAP2K6|SPI1,LYL1|IER5L,ETS transcription factor family|Mitogen-activated protein kinase kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP2K6+ctrl,280.0,LYL1+IER5L,0.7957773804664612,-0.315762847661972,True,MAP2K6,LYL1|IER5L,Mitogen-activated protein kinase kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP4K3+ctrl,174.0,LYL1+IER5L,0.7957773804664612,0.452289342880249,True,MAP4K3,LYL1|IER5L,MAP4K family (GCK-I subfamily),Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP4K5+ctrl,214.0,LYL1+IER5L,0.7957773804664612,0.3255644142627716,True,MAP4K5,LYL1|IER5L,MAP4K family (GCK-I subfamily),Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAP7D1+ctrl,276.0,LYL1+IER5L,0.7957773804664612,-0.157061219215393,True,MAP7D1,LYL1|IER5L,Microtubule associated protein 7 family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAPK1+IKZF3,22.0,LYL1+IER5L,0.7957773804664612,0.7133601307868958,True,MAPK1|IKZF3,LYL1|IER5L,Mitogen-activated protein kinase 3 and 1 (ERK1/2) family|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAPK1+PRTG,176.0,LYL1+IER5L,0.7957773804664612,0.4504818022251129,True,MAPK1|PRTG,LYL1|IER5L,Fibronectin type III domain containing|I-set domain containing|Mitogen-activated protein kinase 3 and 1 (ERK1/2) family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAPK1+TGFBR2,238.0,LYL1+IER5L,0.7957773804664612,0.2065629512071609,True,MAPK1|TGFBR2,LYL1|IER5L,Mitogen-activated protein kinase 3 and 1 (ERK1/2) family|Type 2 receptor serine/threonine kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MAPK1+ctrl,254.0,LYL1+IER5L,0.7957773804664612,0.1627519428730011,True,MAPK1,LYL1|IER5L,Mitogen-activated protein kinase 3 and 1 (ERK1/2) family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MEIS1+ctrl,171.0,LYL1+IER5L,0.7957773804664612,0.4598391950130462,True,MEIS1,LYL1|IER5L,TALE class homeoboxes and pseudogenes,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,MIDN+ctrl,73.0,LYL1+IER5L,0.7957773804664612,0.6437473297119141,True,MIDN,LYL1|IER5L,,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,NCL+ctrl,228.0,LYL1+IER5L,0.7957773804664612,0.2718104720115661,True,NCL,LYL1|IER5L,,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,NIT1+ctrl,216.0,LYL1+IER5L,0.7957773804664612,0.3213618993759155,True,NIT1,LYL1|IER5L,,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,OSR2+ctrl,222.0,LYL1+IER5L,0.7957773804664612,0.2964735031127929,True,OSR2,LYL1|IER5L,Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PLK4+STIL,100.0,LYL1+IER5L,0.7957773804664612,0.6023033857345581,True,PLK4|STIL,LYL1|IER5L,Polo like kinase family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PLK4+ctrl,122.0,LYL1+IER5L,0.7957773804664612,0.5454614162445068,True,PLK4,LYL1|IER5L,Polo like kinase family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,POU3F2+CBFA2T3,36.0,LYL1+IER5L,0.7957773804664612,0.6916168928146362,True,POU3F2|CBFA2T3,LYL1|IER5L,A-kinase anchoring proteins|POU class homeoboxes and pseudogenes|Zinc fingers MYND-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,POU3F2+FOXL2,7.0,LYL1+IER5L,0.7957773804664612,0.7590441703796387,True,POU3F2|FOXL2,LYL1|IER5L,Forkhead boxes|POU class homeoboxes and pseudogenes,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,POU3F2+ctrl,88.0,LYL1+IER5L,0.7957773804664612,0.6211386322975159,True,POU3F2,LYL1|IER5L,POU class homeoboxes and pseudogenes,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PRDM1+CBFA2T3,5.0,LYL1+IER5L,0.7957773804664612,0.773054838180542,True,PRDM1|CBFA2T3,LYL1|IER5L,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PRDM1+ctrl,65.0,LYL1+IER5L,0.7957773804664612,0.6558242440223694,True,PRDM1,LYL1|IER5L,PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PRTG+ctrl,56.0,LYL1+IER5L,0.7957773804664612,0.6634963750839233,True,PRTG,LYL1|IER5L,Fibronectin type III domain containing|I-set domain containing,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN1+ctrl,38.0,LYL1+IER5L,0.7957773804664612,0.6904265284538269,True,PTPN1,LYL1|IER5L,Protein tyrosine phosphatases non-receptor type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+OSR2,231.0,LYL1+IER5L,0.7957773804664612,0.2543642818927765,True,PTPN12|OSR2,LYL1|IER5L,Protein tyrosine phosphatases non-receptor type|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+PTPN9,68.0,LYL1+IER5L,0.7957773804664612,0.6524814367294312,True,PTPN12|PTPN9,LYL1|IER5L,CRAL-TRIO lipid binding domain containing|Protein tyrosine phosphatases non-receptor type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+SNAI1,113.0,LYL1+IER5L,0.7957773804664612,0.5814464688301086,True,PTPN12|SNAI1,LYL1|IER5L,Protein tyrosine phosphatases non-receptor type|SNAG transcriptional repressors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+UBASH3A,45.0,LYL1+IER5L,0.7957773804664612,0.6791340708732605,True,PTPN12|UBASH3A,LYL1|IER5L,Protein tyrosine phosphatases non-receptor type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+ZBTB25,82.0,LYL1+IER5L,0.7957773804664612,0.6287652254104614,True,PTPN12|ZBTB25,LYL1|IER5L,BTB domain containing|Protein tyrosine phosphatases non-receptor type|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN12+ctrl,187.0,LYL1+IER5L,0.7957773804664612,0.409970760345459,True,PTPN12,LYL1|IER5L,Protein tyrosine phosphatases non-receptor type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN13+ctrl,183.0,LYL1+IER5L,0.7957773804664612,0.4310722351074219,True,PTPN13,LYL1|IER5L,FERM domain containing|KIND domain containing|PDZ domain containing|Protein tyrosine phosphatases non-receptor type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,PTPN9+ctrl,203.0,LYL1+IER5L,0.7957773804664612,0.3543633818626404,True,PTPN9,LYL1|IER5L,CRAL-TRIO lipid binding domain containing|Protein tyrosine phosphatases non-receptor type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,RHOXF2BB+SET,85.0,LYL1+IER5L,0.7957773804664612,0.6271932125091553,True,RHOXF2BB|SET,LYL1|IER5L,INHAT complex|Nucleosome assembly protein superfamily|SET complex,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,RHOXF2BB+ZBTB25,18.0,LYL1+IER5L,0.7957773804664612,0.7264779806137085,True,RHOXF2BB|ZBTB25,LYL1|IER5L,BTB domain containing|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,RHOXF2BB+ctrl,50.0,LYL1+IER5L,0.7957773804664612,0.6741999387741089,True,RHOXF2BB,LYL1|IER5L,,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,RREB1+ctrl,126.0,LYL1+IER5L,0.7957773804664612,0.539178192615509,True,RREB1,LYL1|IER5L,Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,RUNX1T1+ctrl,250.0,LYL1+IER5L,0.7957773804664612,0.1727133095264434,True,RUNX1T1,LYL1|IER5L,Zinc fingers MYND-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,S1PR2+ctrl,110.0,LYL1+IER5L,0.7957773804664612,0.5857666730880737,True,S1PR2,LYL1|IER5L,Sphingosine 1-phosphate receptors,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SAMD1+PTPN12,13.0,LYL1+IER5L,0.7957773804664612,0.7346757650375366,True,SAMD1|PTPN12,LYL1|IER5L,Protein tyrosine phosphatases non-receptor type|Sterile alpha motif domain containing,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SAMD1+TGFBR2,182.0,LYL1+IER5L,0.7957773804664612,0.432332307100296,True,SAMD1|TGFBR2,LYL1|IER5L,Sterile alpha motif domain containing|Type 2 receptor serine/threonine kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SAMD1+UBASH3B,8.0,LYL1+IER5L,0.7957773804664612,0.7560057640075684,True,SAMD1|UBASH3B,LYL1|IER5L,Protein phosphatases|Sterile alpha motif domain containing,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SAMD1+ZBTB1,4.0,LYL1+IER5L,0.7957773804664612,0.7892076969146729,True,SAMD1|ZBTB1,LYL1|IER5L,BTB domain containing|Sterile alpha motif domain containing|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SAMD1+ctrl,25.0,LYL1+IER5L,0.7957773804664612,0.7088388204574585,True,SAMD1,LYL1|IER5L,Sterile alpha motif domain containing,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SET+CEBPE,208.0,LYL1+IER5L,0.7957773804664612,0.3378440737724304,True,SET|CEBPE,LYL1|IER5L,CCAAT/enhancer binding proteins|INHAT complex|Nucleosome assembly protein superfamily|SET complex,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SET+KLF1,185.0,LYL1+IER5L,0.7957773804664612,0.4179174304008484,True,SET|KLF1,LYL1|IER5L,INHAT complex|KLF transcription factors|Nucleosome assembly protein superfamily|SET complex|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SET+ctrl,204.0,LYL1+IER5L,0.7957773804664612,0.3541135787963867,True,SET,LYL1|IER5L,INHAT complex|Nucleosome assembly protein superfamily|SET complex,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SGK1+S1PR2,10.0,LYL1+IER5L,0.7957773804664612,0.7482340335845947,True,SGK1|S1PR2,LYL1|IER5L,Serum/glucocorticoid regulated kinase family|Sphingosine 1-phosphate receptors,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SGK1+TBX2,83.0,LYL1+IER5L,0.7957773804664612,0.6281075477600098,True,SGK1|TBX2,LYL1|IER5L,Serum/glucocorticoid regulated kinase family|T-box transcription factors,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SGK1+TBX3,94.0,LYL1+IER5L,0.7957773804664612,0.6112920045852661,True,SGK1|TBX3,LYL1|IER5L,Serum/glucocorticoid regulated kinase family|T-box transcription factors,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SGK1+ctrl,71.0,LYL1+IER5L,0.7957773804664612,0.6464238166809082,True,SGK1,LYL1|IER5L,Serum/glucocorticoid regulated kinase family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SLC4A1+ctrl,253.0,LYL1+IER5L,0.7957773804664612,0.1658471971750259,True,SLC4A1,LYL1|IER5L,Blood group antigens|CD molecules|Solute carrier family 4,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SLC6A9+ctrl,172.0,LYL1+IER5L,0.7957773804664612,0.454132616519928,True,SLC6A9,LYL1|IER5L,Solute carrier family 6,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SNAI1+DLX2,154.0,LYL1+IER5L,0.7957773804664612,0.4883068203926086,True,SNAI1|DLX2,LYL1|IER5L,Distal-less homeobox family|SNAG transcriptional repressors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SNAI1+UBASH3B,78.0,LYL1+IER5L,0.7957773804664612,0.6334933042526245,True,SNAI1|UBASH3B,LYL1|IER5L,Protein phosphatases|SNAG transcriptional repressors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SNAI1+ctrl,197.0,LYL1+IER5L,0.7957773804664612,0.3741055130958557,True,SNAI1,LYL1|IER5L,SNAG transcriptional repressors|Zinc fingers C2H2-type,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,SPI1+ctrl,33.0,LYL1+IER5L,0.7957773804664612,0.6998378038406372,True,SPI1,LYL1|IER5L,ETS transcription factor family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,STIL+ctrl,209.0,LYL1+IER5L,0.7957773804664612,0.3365414440631866,True,STIL,LYL1|IER5L,,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TBX2+ctrl,167.0,LYL1+IER5L,0.7957773804664612,0.467551052570343,True,TBX2,LYL1|IER5L,T-box transcription factors,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TBX3+TBX2,184.0,LYL1+IER5L,0.7957773804664612,0.4202665686607361,True,TBX3|TBX2,LYL1|IER5L,T-box transcription factors,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TBX3+ctrl,247.0,LYL1+IER5L,0.7957773804664612,0.1808365881443023,True,TBX3,LYL1|IER5L,T-box transcription factors,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TGFBR2+C19orf26,57.0,LYL1+IER5L,0.7957773804664612,0.662362813949585,True,TGFBR2|C19orf26,LYL1|IER5L,Type 2 receptor serine/threonine kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TGFBR2+ETS2,259.0,LYL1+IER5L,0.7957773804664612,0.1321548819541931,True,TGFBR2|ETS2,LYL1|IER5L,ETS transcription factor family|Type 2 receptor serine/threonine kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TGFBR2+IGDCC3,55.0,LYL1+IER5L,0.7957773804664612,0.6637699007987976,True,TGFBR2|IGDCC3,LYL1|IER5L,Fibronectin type III domain containing|I-set domain containing|Type 2 receptor serine/threonine kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TGFBR2+PRTG,41.0,LYL1+IER5L,0.7957773804664612,0.6881281137466431,True,TGFBR2|PRTG,LYL1|IER5L,Fibronectin type III domain containing|I-set domain containing|Type 2 receptor serine/threonine kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TGFBR2+ctrl,263.0,LYL1+IER5L,0.7957773804664612,0.0830166339874267,True,TGFBR2,LYL1|IER5L,Type 2 receptor serine/threonine kinases,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TMSB4X+BAK1,261.0,LYL1+IER5L,0.7957773804664612,0.1168770641088485,True,TMSB4X|BAK1,LYL1|IER5L,BCL2 family|Thymosin beta family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TMSB4X+ctrl,249.0,LYL1+IER5L,0.7957773804664612,0.1753629595041275,True,TMSB4X,LYL1|IER5L,Thymosin beta family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TP73+ctrl,3.0,LYL1+IER5L,0.7957773804664612,0.7892912030220032,True,TP73,LYL1|IER5L,,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,TSC22D1+ctrl,227.0,LYL1+IER5L,0.7957773804664612,0.2768984735012054,True,TSC22D1,LYL1|IER5L,TSC22 domain family,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,UBASH3A+ctrl,115.0,LYL1+IER5L,0.7957773804664612,0.5729497075080872,True,UBASH3A,LYL1|IER5L,,Basic helix-loop-helix proteins,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L0,UBASH3B+CNN1,59.0,LYL1+IER5L,0.7957773804664612,0.6613186597824097,True,UBASH3B|CNN1,LYL1|IER5L,Calponin family|Protein phosphatases,Basic helix-loop-helix proteins,,0,False,False
